,user,tweet,location,keyword
1256,Christopher Green,"@ryanstruyk Last ditch effort to save her skin, and her vote isn’t needed for the confirmation. This is like throwing a glass of water on a raging fire while letting the arsonist dump gas in the nursery.",,arsonist
1257,Paul Stewart,"@Beth_Alize It’s so funny these people think like this. Its the same as saying that if an arsonist lights a bushfire, then rings up an reports it. Don’t worry about the fact he lit a bushfire, let’s praise him for ringing 000 and reporting it.",Australia,arsonist
1258,James M Miller,"@clairlemon @GrayConnolly It is akin to an arsonist seeking credit for putting out a disastrous fire, @Peter_Fitz  

No credit is due to @DanielAndrewsMP
 
None, whatsoever.",Sydney,arsonist
1259,Charlie the Cannibal,@commiegirl1 I voted against Mr. Arsonist Car Robber.,"Lakeside, CA",arsonist
1260,"Rebecca Schoenkopf, Wonkette Editrix, King Of You",arsonist car robber says what? https://t.co/zSKxnD54C2,Montana,arsonist
1261,taylor 💀,@sixbfb HEY SO...............i heard building block is an arsonist................is this true,"``ugh, so VANILLA.``",arsonist
1262,Anti-Bulverist,"@Peter_Fitz Yes Mr FitzSimons, it is you - and all the others in the ""Congratulations to the arsonist for putting out his own fire""  crowd. Perhaps you'd think differently if you'd had to endure the #victorialockdown / #melbournelockdown2020 and face the lasting damage to lives it's caused.","Melbourne, Victoria, Australia",arsonist
1263,Saravan Chaturvedi,@WeHave2BeBetter Arsonist firefighters.,"Charlottesville, VA",arsonist
1264,Ursula the Sea Bot,"Paniccia, Zorana
Come winds of the Arsonist Sea
Workplaces, rhinitis
Et max synovitis 
Die Stimme to me",Under the sea,arsonist
1265,r0land,@arsonist_dale @statiki69 one and nineteen more!,,arsonist
1266,James M Miller,"@beneltham It is akin to an arsonist seeking credit for putting out a disastrous fire, @beneltham 

No credit is due to @DanielAndrewsMP 

None, whatsoever.",Sydney,arsonist
1267,ailuridae,"-Old woman who is snubbed by her knitting circle, becomes an arsonist
-Man who invented time travel gets dementia, starts moving through time sans machine, pollutes the timeline
-dodgeball lesbian recruited to elite force of cops who can teleport after what she thinks it’s a date",,arsonist
1268,это просто хаос,@d0m0chevsky @statiki69 cool af,Какун-Сити,arsonist
1269,jason / todd,smokepaw is emo roachpaw is a condensed ball of anxiety and fleapaw is probably an arsonist,,arsonist
1270,Reid McCollum,@JWishbon3 @turtle1cat @NateSilver538 Says the guy who retweets a Trump 316 map. Propagandist = Arsonist.,"Hinsdale, IL",arsonist
1271,Edward .E. Onoriode 🍥,"@Jaydon225 @afolabitunde @OmoGbajaBiamila Your question had been answered already.

I don't know how best you want me to answer your questions.

When thugs and arsonist attacked Polices and they're shot, they're peaceful protesters. 

But if they succeed, they're thugs and arsonist. 

That's your answer ☝️☝️☝️",Space,arsonist
1272,OK_Cool1,"“Islamists around the world are calling for a boycott of France and the murder of Emmanuel Macron. The # 1 arsonist is the psychopath of the Bosphorus, Erdogan.

How long will the EU / NATO—and especially submissive Germany—continue to turn a blind eye?” https://t.co/WJWaVXx46K",,arsonist
1273,Dave Kinder,"@Auntie_Fran @AntGMann @Peter_Fitz You do realise it was Labors incompetence when setting up hotel quarantine that got us in this mess.
 It's like praising an arsonist who turns up to fight the fire he set.",,arsonist
1274,𝐌𝐢𝐧𝐧𝐢𝐞,"how come Victoire has done the same thing as me, purposefully, and I'm the arsonist?

I know she's better than me but at least give me something.",﹟Cʀᴀᴄᴋᴀʟᴀᴄᴋɪɴ | 18+,arsonist
1275,Monster_Maker,@reluctntlyawake That's exactly what an arsonist WOULD do! Admiring your work eh?,,arsonist
1276,Daddy Long Legs,@draquoshalli Wooooooowww so you're an arsonist? https://t.co/04mbsNkkE5,773,arsonist
1277,Thomas Ialdabaoth Quosumo,"@lunaticopresid1 @STabbytosavit Our city has the ballot drop off box inside the City Clerk's office -- the police station is on the other side of the service road in the municipal complex. 
If someone just capped his ass --that arsonist --I could care less ...",,arsonist
1278,Broomy,@snowycats @BenFordhamLive @TimSmithMP James that's same as thanking an arsonist for putting out the fire!!,"Melbourne, Australia",arsonist
1279,MarkConner,@AdamSchein Dak makes zeke now or is it still zeke makes dak? Or Andy makes woody lol. Cowboys are the arsonist to their own dumpster fire. https://t.co/XOtAn9E6Cu,formerlyArodinbrentwood,arsonist
1280,ً,when i become an arsonist cuz of sm,she her 16,arsonist
1281,🇺🇸Douglas 🇬🇧,High gusty winds very low humidity I'm guessing this is what a arsonist dreams are made of.,S.F. Mid Peninsula ,arsonist
1282,ً,"like idk where to start or what the plot should be, i’ve got a character you know how wilbur had editor wilbur, i’m thinking of arsonist grayson or will that get me cancelled or some shit 💔 https://t.co/dA8PwqFKc6","bi, minor, blm",arsonist
1283,Tin Fingers,"@murray_nyc @realDonaldTrump @SecPompeo @WHNSC look even peace triggers snowflakes if it's Trump peace. 

The partisan divide is being paid for by Soros and the left who pay rioters looters arsonist and pay to get them out of jail. They called us fascist white supremacist then of course blame us for the partisan divide.

LOL","Orlando, FL",arsonist
1284,DiamondDog,@mattyglesias The anti-anti-Trump left is always giving him credit for firing people he shouldn't have hired in the first place. Like an arsonist peeing on the fire.,,arsonist
1285,LUCS🐝,@kaidotss @rockypathz Jump like an arsonist to a perfect match,🇧🇷 He/him |BLM!!!!,arsonist
1286,Justin Moon,Sometimes the arsonist and the firefighter are the same guy,"Freedom, TX",arsonist
1287,Florida Progressive Voice #BlackLivesMatter #M4A,"Obama is a Wall Street terrorist 
Financial arsonist
Progressives do not listen to him
A vote for Biden is a vote for oligarchy + endless war
#NeverBiden
#VoteGreen
#DemExit",Tallahassee ,arsonist
1288,Roxanne M.,"🗳 🔥 Looking to identify this arsonist. This ballot box at Boylston street, Boston, MA was set on fire. If you left your ballot here, check the status of your vote. Video with suspect included. https://t.co/59341kYqeH","Massachusetts, USA",arsonist
1289,Concerned Citizen,@ToniBased @DailyCaller Democrats have destroyed private social networks such as the family and churches within these communities. An arsonist burns down the house then claims they’re a hero for pouring water in the ashes.,Texas ,arsonist
1290,Lord Voldermort’s Protégé,Okay arsonist https://t.co/9Gy0uzc5yh,Voldemort’s skull,arsonist
1291,☾ best marky,ops on hwasassi🥺 — hwasassi my soulmate fav arsonist ily https://t.co/UNAlH2XXR3,rip @yiendior,arsonist
1292,Caity lance,@AbyadAlSahfer Caity shrugs lazily and flops down on a chair “hey I don’t post my tits on the internet momma...” she yawns then grins at her “mmm were you an assassin or an arsonist because seems right now the house will be burned down in a few more attempts “ she says with a small cheeky,,arsonist
1293,LokiLives 🐍⚡️,Holy shit Lila just burnt down the fuckinf shed thing doakes is in???!! He’s???? Dead??? Oh my god!!!?? She doesn’t??? Care??? Is she just an arsonist? I guess she can just say that he’s the butcher and tried to kill her and then she burnt the shit down,Space Station,arsonist
1294,Mr Whiskers - Mask & Safe Infosecs Advocate,Bostonians (?) please check the status of your ballots. Seems like you have an arsonist on the loose https://t.co/47tbHSShbU,"Illinois, USA",arsonist
1295,Jessica,Talk about the arsonist who wants credit for putting out the fire. https://t.co/evluOQ2HCv,Bizzaro USA,arsonist
1296,Nuala Bishari,Hmmm this reminds me of David Diaz... https://t.co/IMX8QAsj32 https://t.co/jX0LN0bpgE,San Francisco,arsonist
1297,Mike Dollar,"@elvis_udoh @Halifham @stellamarris4u @Emerald_Biyi @NotJustSalmanPR @Omoissydeyhere @Bams_Jnr @volqx @Uncle_clique @_igwilo @teejanson @___yummii @Moyo_VIP @PoliceNG Yes we shouldn't, should we rather encourage arsonist behaviour from fellow citizens?","Lagos, Nigeria",arsonist
1298,GELI,these 2 are a package deal .. Building block is an arsonist and rubber ball is just in for the ride https://t.co/AfhEm0yhns,"𖧷 15 | inlcus, lesbian",arsonist
1299,Gbenga OK,"If you pass by that new BRT bus terminal at Oyingbo that was destroyed, you wil:
- Fear fire
- Disdain arsonist &amp; anarchists 
But human beings reach to fear sha.",Here and there !,arsonist
1300,Ōlúwākáyòdé Òjó,"A hungry man is an angry man. Make a man hungry and you have made him a looter or arsonist ... Anger has many children.
You can’t stop the hungry man from getting angry, but if you stop his hunger, then you prevent the anger. Prevention is better than cure. #EndSARS #EndHunger","Lagos, Nigeria",arsonist
1301,OpinionatedEnvironmentalist,"@CaptainPride4 That really makes me sad
I didn't think anyone lgbtq would ever vote for someone like Trump
It's like someone just told me smokey the bear is a frigging arsonist",Idaho,arsonist
1302,Jim Bean,"Saw this earlier and thought it made sense: ""Biden sent black men to prison with his crime bill. Then during the debate, he said he’s pushing for rehabilitation for them. So he’s the arsonist and the firefighter""",,arsonist
1303,💮Calypso💮,"I ain't got followers, but here's my tiny furry arsonist. #kitten 😅🤷🏼‍♀️ https://t.co/Q4R96gGEhy",,arsonist
1304,V,"@LucasBSdetector @AlboMP Since the federal government is responsible for quarantine, I assume the 'arsonist' you speak of is Scomo! Can't pick and choose which delegator to blame.",,arsonist
1305,Lucas W,@AlboMP No totally f’ing up hotel quarantine was huge 🤦🏻‍♂️ I for one am not thanking the arsonist for putting out the fire that he started,Australia ,arsonist
1306,Flamin Ugg Boot,@PRGuy17 @VicGovDHHS Congratulations to the arsonist for extinguishing the fire....,"Melbourne, Australia",arsonist
1307,Blanche Henry,@suesawyer @jschweizer50 @CAFireScanner Local news reports vehicle belonging to known arsonist found near Point fire. Olinda fire is near Point. Dersch fires started by domestic incident where guy lit car on fire according to scanner. Bailey fire is quite a ways away from the others 45 min -1 hr drive.,In my garden,arsonist
1308,это просто хаос,"@d0m0chevsky dear stan, i wrote you...",Какун-Сити,arsonist
1309,Bill Madden,"A ballot drop box outside the Boston Public Library was set ablaze by a Trump-loving arsonist early Sunday morning, according to state and city officials, who say it appears to be a deliberate, criminal attack — and called it a “disgrace to democracy.”

https://t.co/1tGvFb4huH","Lower East Side/Chinatown, NYC",arsonist
1310,matchday.ng 🇳🇬⚽️,"Which one of this describes Vardy?
1. Thug?
2.Hoodlum?
3.Protester?
4.Arsonist?",Nigeria,arsonist
1311,James Wyatt 🌺,@SarcasmStardust @SlowNewsDayShow @TLAVagabond @CNN That’s my plan! DOC approved! So you can sleep next to the arsonist you’re locked down with and rest assured that you’ll be safe! Um. Damn! Well all end up in the same place! 🤬 We won’t even have peace in the gulags.,"Belton, MO",arsonist
1312,Nia Mills,good with fires / an arsonist https://t.co/C4CpolRN1g,"Cardiff, Wales",arsonist
1313,Chase,Me when I have a sister who is an arsonist who specializes in bridges https://t.co/0xm6d7VuxX,In the Shazamily Headquarter,arsonist
1314,lucia ✨ is in mental flop era,@ella_h1254 the arsonist,igc,arsonist
1315,Arsonist_Xpert,@KarlJacobs_ I wish I knew Karl :( he's such a gem,Old Zealand,arsonist
1316,ReeDux,@JeshyQt Congrats on getting the loli arsonist,House,arsonist
1317,Arsonist_Xpert,@jacksfilms I hated Jack to the Future. It was the fakest I'd ever seen you,Old Zealand,arsonist
1318,## yana's bestie ☿,"@ARASHlOJI ah, the future arsonist,, you're one of my good friends and i'm really happy to know u!! you're really kind and sweet and are also hella talented in many aspects, thank you for being such a great person n friend to me, ilysm /p",,arsonist
1319,ᴱᵛᵃ ♡,i really love being an arsonist #ARSCULT3,Puerto Rico,arsonist
1320,Masshole Net,@NikDeCostaKlipa @BostonElections why did @bostonelections not want to show this?  don't they want to catch the arsonist?,,arsonist
1321,Ogedengbe,"@Mbahdeyforyou @hail_selassie_ I was discuss'g with some1 abt d insensitive https://t.co/FFFyOczN9i know some of dos arsonist might be sponsored as https://t.co/DpCq03kOVj,dey can get d repair &amp; reconstruct'n contracts at crazy am't.Wel,I'll direct you 2 @Ambrosia_Ijebu bio.""This is Nigeria, anything you see..","Lagos, Nigeria",arsonist
1322,ੈ,"⠀
   ++  

   he’s a mega arsonist and will 
   try to set anything he can get in 
   his grasp on fire.  

   atherton has messy black hair and 
   pale blue orbs , a white bandana 
   is secured  around his cranium.  

   ++ 
   
⠀",⠀⠀ ੈ  stealing diamonds ⠀⠀,arsonist
1323,sab,Arsonist’s Lullabye by Hozier deserves everything and more,jersey || she/her 🏳️‍🌈,arsonist
1324,Oliver Sinjin-Mollusc,"@jkenney @LiciaCorbella Keep stoking, you fucking arsonist.",Punkeydoodles Corners,arsonist
1325,Kate Fangman,"@mcuban @DaveBautista Now Biden was able to correctly predict a pandemic because scientists have been correctly sounding the alarm for years. That’s why the playbook existed.
If a Fire Marshal warns you about the risk of fire and a fire starts, that doesn’t make him an arsonist.","Rhode Island, USA",arsonist
1326,Cherrie Miller,The South African farms are being burnt down by arsonist....please help the South African Farmers!!@FLOTUS @POTUS,,arsonist
1327,🍻🍺🦇🦇🪚🪚,"Important!

If you #voted early in #Boston and dropped off your ballot in this time frame, please contact election officials in the link. Your ballot may have been destroyed by an arsonist. https://t.co/hyxBpVZfPd",United States,arsonist
1328,Joe Gecko ✊🏻✊🏼✊🏾✊🏽✊🏿,@GOP @realDonaldTrump You elected a fraudster and gave him the keys to the safe.  As bad as giving an arsonist a box of matches! VOTE !,,arsonist
1329,MariaFe VelascoM,"@Salvesayson @cpjayloni @momshiehoties1 @salvelyn12 @aldubcgt1 @loveumuch29 @chabeb_ @claire_villaluz @FineAugust @demesa_ian @MarryCarTL29hk @CoraMarcelo1 @Gigi83069 @russelle87 @AverillaNena @PatricioCora @Cassy1614 @casper_245 ARSONIST
#ALDUBatADNAsOne 💚👩‍❤️‍👨💚",,arsonist
1330,milo @ hades brainrot 🗡🔥,sir that's my emotional support arsonist clown https://t.co/my6nLrKI7V,Dissociation Station™️,arsonist
1331,TheSauce,@isolated_02 @ifeelsick @DanielAndrewsMP You can’t celebrate an arsonist who becomes the firefighter,,arsonist
1332,DefiantFederalist (Human Scum),@ScarilyCheerful The democrats are no less extreme and out to lunch than Trump is. I saw a local ad that showed women in the Handmaiden getup in a prison camp. Another calls Trump a climate arsonist and warns that America will burn if Trump is reelected.,Jackson Michigan,arsonist
1333,COLlive News,"Sheikh Abdul Hadi and Irfan Patel of the Islamic Society of Delaware met with Rabbi Avremel Vogel to present funds they collected to help rebuild Chabad Center at the University of Delaware which was torched by an arsonist. Full Story, Video https://t.co/00C3LzOyk7",Crown Heights,arsonist
1334,cherry!,come on man why DONT we ship the arsonist with the fire woman you guys have no taste,she / her,arsonist
1335,Jaystacks#$,"@Olohunxe @BerniceKing @MBuhari Don't you think you sound more stupid with this your comment,tell me  which good intentioned protest that is not being hijacked even the blm protest in states were hijacked by looters and arsonist but the purpose of those protest were delivered.",United Arab Emirates,arsonist
1336,📽 scammer barbie,"pls i love when the gk big man calls edward “arsonist kim” 

#사생활 #privatelives",be quiet i'm having a vision,arsonist
1337,Demon of reason.,"@DemefoRudi @ErrorCommunisFJ Work song, to be alone, cherry wine, arsonist's lullaby pour les sons de son album Hozier

Et pratiquement tout son album Wasteland, baby!",Pyongyang,arsonist
1338,✨ 🅢🅟🅘🅝 ✨,@NintendoAmerica but then you remember that yesterday an arsonist burned your school to the ground https://t.co/qVfskydiim,hell,arsonist
1339,75 Mil EVs; 6 days remain,"@dave_et_al I'm not saying he is either, but I am saying he's not a political arsonist as others would have you believe.",California,arsonist
1340,Paolo's.Steroid.Dealer,Blocked by @APompliano. For calling him a political arsonist for endorsing Kanye West.,Fiatopia ,arsonist
1341,Carl Robuck,"@TeamTrump @realDonaldTrump https://t.co/ND7bD4RTHN   
Trump is not much a child playing with matches as an arsonist hellbent on burning it all down, If it would take the destruction of the country for him to protect his position, he is willing to do that. He has shown that he is willing to kill everything.",,arsonist
1342,Candidus,"@BeingHelpish @tmpena @VP I feel like a more apt analogy would be an arsonist who’s also a firefighter.

He is quite literally causing this virus to spread by hosting spreader events that are all but guaranteed to cause more ppl to get sick.","California, USA",arsonist
1343,Brian Seguin,@WSJ An arsonist offering to help extinguish a fire.,,arsonist
1344,#EndSARS,@jidesanwoolu If #EndSARS Protesters are the arsonist..tollgate won't be existing again,Africa,arsonist
1345,Humpho Mose 🇰🇪,"@MkenyaPastor @itsbitok @OleItumbi @WilliamsRuto Mind of a thief, a robber, a looter, arsonist!",🇰🇪,arsonist
1346,/=ff car=/,INT_10 is going to be a total bit crushing mind expander:  Jeff Carey / XOME / Dromez / Straight Panic / The Vomit Arsonist / MiNDFOLD 8:30pm EDT doors / 9pm EDT show https://t.co/yUX54UFASh,,arsonist
1347,dixie,@RiverTimms a fracking baron AND an arsonist...... cancel the show,,arsonist
1348,Bamidele Ayodele,@D_Aruwajoye @RotimiAkeredolu @tundefashola @DrMamora @raufaregbesola @sanwoolulagos @GboyegaOyetola This arsonist aren't builder of nation rather the burner of our assets. The culprits must face wrath of the law,,arsonist
1349,Marsha Flewelling,Facebook Execs now say they are meeting to discuss how to calm the citizens following the outcome of this election. Sort of like an arsonist who tries to put out a fire which they started and is now out of control!  TOO LATE!,,arsonist
1350,Oluwatobi Adetona,"In the coming days for Lagosians, please plan your days well due to the curfew. 

I wouldn’t call it evil days ahead but the law enforcement agents will be on the lookout to catch the arsonist &amp; looters- as we all know, some innocent are likely to suffer.

Where hoodlums got us🤦🏾‍♀️",Lagos,arsonist
1351,Arsonist,arsonist 🌊🌊🌊🌊,,arsonist
1352,Mary Anne Marsh,"You mean the arsonist is going to try to put out the fire they started? Sure...

.⁦@Facebook⁩ teams have planned for the possibility of trying to calm election-related conflict in the U.S. by deploying internal tools designed for at-risk countries https://t.co/dVnSKLk9Lt",Boston,arsonist
1353,ХолодОК,@arsonist_dale it was never an option.,"Москва, Россия",arsonist
1354,Ryan,“Arsonist thinking about buying fire extinguisher.” https://t.co/CyHZMgjeYI,Seattle / LA / Everywhere,arsonist
1355,Jordon Brown Snarker of Tweets First of His Name,When the arsonist joins the fire department... https://t.co/yeD0RBKKRo,"Austin, TX",arsonist
1356,Idris Musa Meliga,"@ronaldasuzu We see things from different angle.

You believed the government sponsored thugs, I believed you guys have hidden agenda that was laced with the genuine End SARS protest.

We have seen the out come in Lagos and every other States where arsonist were feeds with fake news.",Nigeria,arsonist
1357,BB²⁸,@gaysforlouis Man I wish I had an arsonist ex also ty u were in my dream last night lol,she/her,arsonist
1358,devin nunes missing conscience,It looks more and more like the GOP is just playing ARSONIST with covid and setting fires all over the country themselves. What does the health dept do with KNOWN spreaders of deadly diseases? LOCK THEM UP. https://t.co/Mb8EoLdzPQ,,arsonist
1359,lucky,I JUST SAW MY ARSONIST EX WALKING INTO TARGET I AM NEVER LEAVING NY HOUSE AGAIN https://t.co/0Uww0F9P6h,hummies  ⚣ ♏︎ △ ,arsonist
1360,Jack M Carey 🐉🌊🆘️☮🦖,@jeremynewberger Arsonist in Chief takes no responsibility for eliminating Fire Departments ... “It is what it is “ and  “Eventually the fires will run out of fuel to burn”.    🎃 https://t.co/L3C8tIzuR6,"Knoxville, TN",arsonist
1361,u’ran,@arsvouge No arsonist no Twitter https://t.co/h2NMht6obJ,𝖦𝖮𝖳𝟩,arsonist
1362,Tin Tin,@norrthpier @senatemajldr Arsonist - that is an absolutely perfect description.,"Ohio, USA",arsonist
1363,Norrth Wakandan-American #FBR #ResistHate,"@TinTinResists @senatemajldr #MoscowMitch gets too much credit for being a strategist. He is more like an arsonist, king of the pyrrhic victory.

#Trump is just dumb &amp; burned the con party to the ground for at least 2 election cycles.

Mitch is greedy &amp; burned it to the ground for more than a generation.",Riding the #BlueTsunami2020,arsonist
1364,؜,"NEXT FRIDAY OCTOBER 30TH

SuicideApartmentCompleXBoyZ - Eternal Darkness Of The Disengaged

1. Catacombs
2. On Sum Shit
3. Arsonist
4. Everything Is Tumbling Down Interlude
5. Demonz
6. Paranoia 
7. They Got Me 

PROD. ME
RAPS N THINGS BY @Athyrus1 

this shit is edgy as fuck https://t.co/fWeoEkdWyh",broken angel hospital,arsonist
1365,Joseph a monk in an alternate universe,She is as qualified as an arsonist for Fire Chief. This is a joke...and not a very good joke 🤮 https://t.co/QG4FF2jxBI,"Redwood City, CA",arsonist
1366,Gad Olay,"@BayoAdedosu @lekky29 When our cars was stocked on Monday because the protesters blocked the road to our destination for 4hrs, one of them said you are dealing with the ""wrong generation ""  I completely agreed, generation of arsonist,looters,hoodlums,Vandals and robbers",New World,arsonist
1367,"A Big Weird Ghost, Possibly Scary","@jimmy_dore There is not infinite merit in debating fascism infinitely, any more than there is any merit to letting an arsonist burn down another house because we MUST see where he's going with all this",Bonus Town,arsonist
1368,Frank A,So many ARSONIST BS GOING ON BECAUSE GOVERNMENT DOES NOT TAKE THIS SERIOUSLY. MAKE EXAMPLES OF THEM AND GIVE THEM LIFE SENTENCES!! THEY ARE ENDANGERING LIVES AND PROPERTIES.,aski,arsonist
1369,zati.,"@wolf_fgc no, just an arsonist and murderer!",training mode,arsonist
1370,"Oluwasegun, ADEOGUN🇳🇬","@DeeOneAyekooto @followlasg can start by converting Alaba Market to a School and Trade fair to Hospital, those place were not destroyed during the few days madness from the arsonist.",Mother Earth,arsonist
1371,BillHobson,@brianstelter CNN lecturing on truth is like an arsonist discussing fire prevention.,,arsonist
1372,patrick or treat 🎃🦑,@softIybee you get arsonist’s lullabye https://t.co/Fr1AT9t3bl,"Houston, TX",arsonist
1373,No Time For TrumpFlakes,"@ProjectLincoln YAH, THIS IS TRUMPS AMERICA! I never want to hear the press or any other media talk shit about what America has come to! TRUMP is a SOCIAL ARSONIST! https://t.co/4Ws3NZ7HYU",,arsonist
1374,Haku Kuze,@NYPDnews Investigating!  Horse shit. Like the arsonist being the investigator for the arson.,,arsonist
1375,Тсыганский Дикпик🇨🇭,@arsonist_dale Tom Raider,"Berne, Switzerland",arsonist
1376,OPERATION: EVERYWORD,OPERATION: ARSONIST is a go!,,arsonist
1377,tom,"@KiachaMalone @JoeBiden there is a distinction. biden did that when he called trump “racist” or “crass”. 

granted, trump has no class. but u cant say biden does. it would have been better for biden to take the high road. “putin’s puppy” “climate arsonist” “no good SOB” “president tweety”",,arsonist
1378,👻🍂🇺🇸the Equalist🦋🍁🎃,"@AmyAThatcher “Having Mike Pence in charge of the Covid Taskforce is like having the arsonist in charge of putting out the fire 🔥......” - @AmyAThatcher 

I concur 🙄",,arsonist
1379,🇺🇲🏴‍☠️Grand Lord Anti of the Fa 🏳️‍🌈🏴,"@Shadumura @SSWorks It would be akin to an arsonist who has stopped committing arson years ago running for an arson investigation position.
Possibly a good thing, possibly a bad thing.",He/Him,arsonist
1380,Saeva Indignatio,@DarrellIssa Meanwhile the alleged arsonist watches while Trump burns it all to the ground.,SoCal,arsonist
1381,Saeva Indignatio,@DarrellIssa So says the alleged arsonist.,SoCal,arsonist
1382,𝙂𝙀𝙊𝙍𝙂𝙀,"ᅠᅠᅠᅠnew message !
        | FROM : CUTE ARSONIST |

{ ugh

{ yes, im up . regrettably . 

{ need something ? https://t.co/2K5leqMLcf",SILENCE . ,arsonist
1383,Clive Swinsco,"@ScotlandTBP Grousers &amp; their arsonist, killer keepers are compounding our environmental damage...
 Time to take decisive Action  ;
No ifs, no butts, 
 BAN ALL bloody grouse shoots 
@ReviveCoalition 
@MoorlandMonitor 
@onekindtweet 
@WarOnWildlife 
@WildJustice_org https://t.co/pvzqelCjVg",Have Van - Will Travel ,arsonist
1384,Andrea Rendón,"A Texas family wrestles with loss as a serial arsonist emerges from the past to threaten lives &amp; all they hold dear.
https://t.co/y1kwWacpn3
""I love this story"" ~Amazon reader
#KindleUnlimited #Kindledeals #goodreads #HistoricalFiction #amreading #bookstagram #books https://t.co/dDRuf3vnLt","Fort Worth,  Texas",arsonist
1385,guen luvs youngjae#$/,#ARSCULT3 i love arsonist,ceo of ARS CULT.,arsonist
1386,Juwon George,"People you seek to address, I mean the demented arsonist and common criminals are not protesters and have mo idea what #EndSARS is about.

They are at the lowest rung of the social ladder. They have no access to multimedia phone or Internet. They are product of failed Nigeria. https://t.co/bHHwwcMp80","Lagos, Nigeria.",arsonist
1387,Corr Madas,"Putting out the wild fires that Mechi is starting.

Kriffing arsonist.",,arsonist
1388,Kevin Curry,"@doowrae @2AADVOCATE25 @CBellP226 @kicksb4rent_ @MrColionNoir @StunLikes So people are banned from having illegal fires, but are allowed to have a fire legally.  They dont blame the flame,  they blame the arsonist..",Ottawa Valley ,arsonist
1389,paula g shakelton,"re: the recent attacks on palestinian olive farms: “For this to happen, it takes rabbis and parents, political leaders and spiritual mentors, who sanction such behavior or even direct it...Behind every masked Jewish arsonist is an entire village of guilty people” https://t.co/5alFebYRyl","cleveland, ohio",arsonist
1390,ꜱ ☾ MISSING YJ 😔,"Woah!! Arsonist powerful AF 😂😂

#ARSCULT3 
#GOT7 #갓세븐 @GOT7Official https://t.co/fE9XJIlMka",🇮🇳 she/her,arsonist
1391,JohnnyLaw,@CAL_FIRE @CALFIRESHU Not again. Come on. There has to be an Arsonist out there setting these fires. Kinda makes me wonder if they are fire trained themself. Hmmm...,,arsonist
1392,guen luvs youngjae#$/,OMG SKSKSKDKDK ARSONIST WE ARE BEST SMSMSMDKDKKD https://t.co/trWoSH3nku,ceo of ARS CULT.,arsonist
1393,мαryα ❀ | semi i.a,arsonist is the best 😌 #ARSCULT3,TeaTea🍵 friends a safe space,arsonist
1394,Dan ♡ minecraft,@rebbstablook arsonist supremacy 🙏🏼💯💯,cw: death note,arsonist
1395,Vote!!!,"Pence works for the number one American arsonist, who is burning down the country with disease, famine, depravity, and fascism. https://t.co/OtjOTEO07w","ÜT: 39.729296,-121.817073",arsonist
1396,"jill, BLM ⁷ ᶠᵒʳ ⁷☾",@arsvouge bruh im an arsonist i need some yj stan friends,she/her | 18,arsonist
1397,twizzle (｡•̀ᴗ-)✧,is there a difference between a pyromaniac and an arsonist,15 | she/her | black,arsonist
1398,rebecca ✮ IT'S ACE WEEK (3d -🎃)!,if i was a villian id def be an arsonist,she/they | 15 | ( ･ั﹏･ั ) ☆ミ,arsonist
1399,.,"reply #ARSCULT3 to join an arsonist gc
- arsonists only obviously
- pls be active for god’s sake
- doing this tom
- join i want more friends
flop = coco made me do this 
https://t.co/EmMzsWTpRe",she/her,arsonist
1400,ᴶᵂ⁷⁄₇📌,@bamsluvrbot arsonist setting up cults #ARSCULT3,she/fae/xe/they|bi/demi|M!NOR,arsonist
1401,wawa ⁷ ᶠᵒʳ ⁷,"jacky who?  im arsonist today 🙄 bye jackson, hye youngjae 🤩

#GOT7 @GOT7Official #Youngjae @GOTYJ_Ars_Vita", home 🤷‍♀  🇲🇾   -she/her-,arsonist
1402,guen luvs youngjae#$/,I think I'm the only arsonist who doesn't have an arsonist squad to cry with the ars cult back,ceo of ARS CULT.,arsonist
1403,WZBT 91.1 Playlist,Half Gringa — The Arsonist,"Gettysburg, PA",arsonist
1404,.,can someone make an arsonist gc and add me 🥺👉🏻👈🏻 all of mine are dead long time ago 😔 ...i just wanna have close arsonist friends,she/her,arsonist
1405,guen luvs youngjae#$/,"no one: 

arsonist when youngjae posts selca:  LET'S CREATE ARS CULT",ceo of ARS CULT.,arsonist
1406,Bis!,@Buckeye193 I bet he has a housemate who sprayed him with a flammable substance and lit a match! A domestic arsonist tired of his heavy-handedness?,,arsonist
1407,M H Thaung,"A hasty retreat was the last thing the arsonist made.

#Hangtenstories 1424 #retreat","London, England",arsonist
1408,bevelyn hugo,"Light you like a bonfire, leave you like an arsonist 🔥",,arsonist
1409,мαryα ❀ | semi i.a,arsonist having the same pfp again wait lemme join,TeaTea🍵 friends a safe space,arsonist
1410,Steve Christensen,"Mark Meadows: we’re not going to stop the arsonist, we’re just going to make sure we have lots of fire trucks. https://t.co/sFKtmCKFkL","Somerville, MA",arsonist
1411,Saori៹ 사오리 |,@ars3333ars @GOT7Official ARSONISTS NO ARSONIST VERSE,,arsonist
1412,cyj's toe || half IA 📚,holy fck it's so hard to see the difference with arsonist now,she/her,arsonist
1413,Donna,"@IntelMaximus @OfficialAPCNg @RotimiAkeredolu @AyoOyalowo @Equityoyo @DOlusegun @jeffphilips1 The arsonist ? With which evidence? With this video that would be thrown out of any reasonable court?
Let’s reduce how we embarrass ourselves outside now",,arsonist
